n	k	approx	t_approx	exact	t_exact
22	9	0.2621407656713467	385	0.2623518404349158	10503
22	10	0.2946560021174571	401	0.29487691359208384	22731
22	11	0.32883172615882994	384	0.3290640946600699	14372
22	12	0.36488328996091934	380	0.3651291697924825	14820
22	13	0.40307603112039125	376	0.4033380795199085	23846
22	14	0.4437433453062265	357	0.4440250815084959	16248
22	15	0.4873142652882154	395	0.48762048323193835	27596
22	16	0.5343575753842064	416	0.5346950311685219	41365
22	17	0.5856567008906032	352	0.5860353185635466	19853
22	18	0.6423471305702	388	0.6427822406924574	23783
22	19	0.7061969988344727	413	0.7067136973341145	34130
22	20	0.780277542266378	424	0.7809186749782725	45245
22	21	0.8710452285189424	406	0.8718660357039393	31100
22	22	1.0	402	1.0	73460
23	1	0.04332753732574446	335	0.043478260869565216	1144
23	2	0.06605139682679073	326	0.06620553359683795	1321
23	3	0.08949643329499524	1343	0.08965430704561139	2790
23	4	0.11371671099304248	393	0.11387869376999812	8517
23	5	0.1387731193629974	386	0.13893964159410382	8906
23	6	0.1647346360415063	371	0.1649061994027669	9183
23	7	0.19167990801467794	355	0.19185710203920692	6820
23	8	0.21969925520328937	351	0.2198827790165369	15288
23	9	0.24889724398553514	321	0.2490879351840899	10657
23	10	0.27939604358255155	357	0.2795949172609894	16958
23	11	0.31133987980888245	380	0.31154818231691417	14267
23	12	0.3449010630341668	392	0.34512034764129595	17640
23	13	0.3802883353948956	383	0.3805205714472414	12435
23	14	0.41775874265053115	434	0.4180064775666231	27541
23	15	0.4576350625846174	392	0.45790167027749473	19780
23	16	0.5003323872340663	383	0.5006224638995074	35435
23	17	0.5464006196769922	380	0.5467206431458211	26032
23	18	0.5965965753023088	421	0.5969560617351369	20966
23	19	0.6520162053949812	380	0.6524298573150512	23870
23	20	0.7143643821017882	425	0.714856273336974	66197
23	21	0.7865990772118134	379	0.7872103322774437	28215
23	22	0.8749302130435478	369	0.8757140222233254	31486
23	23	1.0	467	1.0	77313
24	1	0.04152798278693415	439	0.041666666666666664	1244
24	2	0.06326410825662554	351	0.06340579710144928	1360
24	3	0.08565872308055045	325	0.08580368906455862	4504
24	4	0.10875884296840621	315	0.10890739695087522	2323
24	5	0.13261712247227542	310	0.13276962168266515	9482
24	6	0.15729284360079343	342	0.15744970132841987	9336
24	7	0.18285313963419736	325	0.183014837583324	6957
24	8	0.2093745267117072	346	0.20954163095097272	9946
24	9	0.2369448439575328	348	0.23711802579247726	13025
24	10	0.2656657446261863	339	0.26584580833234756	17007
24	11	0.29565594387437555	347	0.29584386417665703	11487
24	12	0.3270555267575742	336	0.32725250045717136	19418
24	13	0.3600317766156733	328	0.3602392952586322	15372
24	14	0.39478724258056874	330	0.39500719729624795	13041
24	15	0.4315712086334883	352	0.4318060457288483	27497
24	16	0.47069652297279474	359	0.470949482551818	24988
24	17	0.512565254173005	349	0.5128407503367913	23020
24	18	0.5577096864503034	344	0.558013940748831	29034
24	19	0.6068618354441432	339	0.6072039883104806	21234
24	20	0.6610808558451184	364	0.6614750311159653	39587
24	21	0.722012835849241	579	0.7224821650828324	39026
24	22	0.7925106922112248	428	0.7930947111133175	28256
24	23	0.8785561735024993	377	0.8793061661846301	30872
24	24	1.0	464	1.0	80249
25	1	0.039871969271219054	387	0.04	6859
25	2	0.06070264333592834	349	0.060833333333333336	7184
25	3	0.08213695167062274	378	0.08227053140096618	7478
25	4	0.1042160355884919	369	0.10435276679841897	13298
25	5	0.12698573591992812	365	0.12712591756070016	8875
25	6	0.1504973757835154	343	0.15064135140222096	11763
25	7	0.17480871979402524	398	0.17495688685293131	15433
25	8	0.19998516112581188	364	0.20013798288540852	15907
25	9	0.22610120665271916	362	0.22625922751197575	13390
25	10	0.2532423576412306	404	0.25340622321322953	28141
25	11	0.2815075237881888	396	0.28167800757486144	17583
25	12	0.3110121693866703	385	0.31119020882860227	20772
25	13	0.34189248505588454	402	0.34207923119123507	23641
25	14	0.374311029660933	397	0.3745079170258727	21287
25	15	0.40846453666606486	413	0.40867338414316473	22762
25	16	0.4445950073736895	441	0.44481816787079526	52770
25	17	0.4830059818032425	367	0.48324657181347574	23733
25	18	0.524087332146955	378	0.5243495975403029	31978
25	19	0.5683548604433298	382	0.5686447859725767	35439
25	20	0.6165174100185111	401	0.6168437888949566	39604
25	21	0.669599798973694	403	0.6699762201104431	30973
25	22	0.7291933431360438	393	0.7296420666699763	44542
25	23	0.7980532417138935	372	0.7986123323692603	34430
25	24	0.8819494439976576	443	0.8826684092602706	45224
25	25	1.0	496	1.0	151930
26	1	0.03834297930509645	351	0.038461538461538464	1166
26	2	0.058340614702056315	348	0.05846153846153846	7448
26	3	0.07889360921084865	340	0.07901709401709402	4553
26	4	0.10003816920008834	359	0.1001644370122631	7831
26	5	0.12181444899405058	371	0.12194375190027364	14066
26	6	0.1442671771739531	333	0.14439980309545528	6199
26	7	0.16744641699613805	354	0.16758269680629928	9512
26	8	0.1914084979572308	376	0.19154881445785335	21041
26	9	0.2162171683259958	338	0.2163619676930127	10505
26	10	0.2419450366629735	366	0.24209484322231664	16859
26	11	0.2686753967268515	360	0.26883083229174715	17020
26	12	0.29650456917341084	380	0.2966663787384948	17637
26	13	0.32554495245220716	373	0.3257140389187098	18542
26	14	0.35592906684235326	374	0.3561065388533996	21319
26	15	0.38781502174315374	366	0.3880022610190197	22401
26	16	0.42139407760706327	386	0.4215928360957554	26278
26	17	0.4569013876781688	427	0.4571139317516987	31325
26	18	0.49463174689070855	350	0.4948610785075989	21021
26	19	0.5349635796237168	375	0.5352137887628781	26640
26	20	0.5783972331728244	443	0.5786740851354863	56207
26	21	0.6256198474395831	405	0.6259318135995924	25816
26	22	0.6776241206880177	385	0.677984294021507	28502
